competition,year,player,team,position,minutes,tackles,tackles_won,challenges_att,challenges_lost,fouls_committed,fouls_drawn,yellow_cards,red_cards,source_url
FIFA World Cup,2022,Ismaël Koné,Canada,MF,109,0,0,2,2,0,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jonathan David,Canada,FW,192,1,1,0,0,0,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jonathan Osorio,Canada,MF,119,2,1,4,2,1,2,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Junior Hoilett,Canada,MF,161,8,4,4,1,1,5,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kamal Miller,Canada,DF,270,6,4,3,1,0,3,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Liam Millar,Canada,"FW,MF",10,0,0,0,0,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Lucas Cavallini,Canada,FW,19,0,0,0,0,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Mark-Anthony Kaye,Canada,MF,59,2,1,3,1,1,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Milan Borjan,Canada,GK,270,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Richie Laryea,Canada,"MF,DF",160,3,1,2,0,1,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Sam Adekugbe,Canada,DF,95,0,0,0,0,1,0,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Stephen Eustáquio,Canada,MF,125,4,2,3,2,1,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Steven Vitória,Canada,DF,270,3,3,3,0,6,5,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Tajon Buchanan,Canada,"MF,FW",260,1,1,5,4,6,6,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Anthony Contreras,Costa Rica,FW,125,5,2,1,0,1,1,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Brandon Aguilera,Costa Rica,MF,90,2,0,4,2,2,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Bryan Oviedo,Costa Rica,DF,260,6,5,6,2,2,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Bryan Ruiz,Costa Rica,"FW,MF",30,1,1,1,0,0,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Carlos Martínez,Costa Rica,DF,45,1,1,2,1,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Celso Borges,Costa Rica,MF,249,5,1,5,3,2,0,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Daniel Chacón,Costa Rica,DF,1,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Francisco Calvo,Costa Rica,DF,180,7,4,7,3,6,0,2,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Gerson Torres,Costa Rica,MF,64,0,0,2,2,1,8,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jewison Bennette,Costa Rica,MF,103,0,0,3,3,0,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Joel Campbell,Costa Rica,"MF,FW",269,9,5,2,1,3,11,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Johan Venegas,Costa Rica,FW,73,0,0,1,1,1,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Juan Pablo Vargas,Costa Rica,DF,90,4,3,3,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kendall Waston,Costa Rica,DF,225,7,4,4,1,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Keylor Navas,Costa Rica,GK,270,1,0,1,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Keysher Fuller,Costa Rica,"DF,MF",253,4,4,7,4,2,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Roan Wilson,Costa Rica,FW,1,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Rónald Matarrita,Costa Rica,"DF,MF",26,0,0,0,0,1,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Yeltsin Tejeda,Costa Rica,MF,269,4,2,6,5,0,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Youstin Salas,Costa Rica,DF,47,5,1,7,4,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Álvaro Zamora,Costa Rica,FW,30,2,0,1,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Óscar Duarte,Costa Rica,DF,270,4,2,2,0,1,0,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Andrej Kramarić,Croatia,FW,474,3,2,1,1,1,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Ante Budimir,Croatia,FW,55,1,1,0,0,4,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Borna Barišić,Croatia,DF,120,1,1,1,0,5,2,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Borna Sosa,Croatia,DF,424,14,6,12,2,4,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Bruno Petković,Croatia,FW,234,6,4,1,1,3,11,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Dejan Lovren,Croatia,DF,600,7,2,5,2,2,5,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Dominik Livaković,Croatia,GK,690,0,0,1,1,1,0,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Ivan Perišić,Croatia,"FW,MF",669,7,4,7,2,10,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Josip Juranović,Croatia,DF,600,12,8,8,0,1,6,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Josip Stanišić,Croatia,DF,90,3,3,2,0,1,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Josip Šutalo,Croatia,DF,90,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Joško Gvardiol,Croatia,DF,690,9,6,8,3,8,6,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kristijan Jakić,Croatia,"DF,MF",1,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Lovro Majer,Croatia,MF,130,3,1,3,1,5,3,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Luka Modrić,Croatia,MF,653,16,10,14,7,13,15,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Marcelo Brozović,Croatia,MF,552,13,7,10,7,12,11,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Mario Pašalić,Croatia,FW,271,7,5,7,4,4,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Marko Livaja,Croatia,FW,241,2,2,3,2,6,3,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Mateo Kovačić,Croatia,MF,635,24,17,11,7,3,11,2,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Mislav Oršić,Croatia,MF,162,3,3,6,4,3,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Nikola Vlašić,Croatia,FW,209,1,1,1,1,4,6,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Alexander Bah,Denmark,"DF,MF",46,4,4,3,1,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Andreas Christensen,Denmark,DF,270,4,2,2,0,2,1,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Andreas Cornelius,Denmark,FW,92,0,0,0,0,4,2,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Andreas Skov Olsen,Denmark,FW,132,0,0,1,1,2,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Christian Eriksen,Denmark,MF,270,1,0,0,0,2,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Christian Nørgaard,Denmark,MF,6,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jesper Lindstrøm,Denmark,FW,200,1,1,3,2,4,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Joachim Andersen,Denmark,DF,270,4,2,2,2,3,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Joakim Mæhle,Denmark,"MF,DF",249,9,5,7,2,1,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kasper Dolberg,Denmark,FW,114,1,1,1,1,2,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kasper Schmeichel,Denmark,GK,270,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Martin Braithwaite,Denmark,FW,103,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Mathias Jensen,Denmark,MF,84,1,0,1,0,2,1,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Mikkel Damsgaard,Denmark,FW,150,4,2,4,4,2,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Pierre Højbjerg,Denmark,MF,270,4,2,6,3,0,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Rasmus Kristensen,Denmark,"MF,DF",224,8,7,8,4,2,1,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Robert Skov,Denmark,"FW,MF",22,0,0,0,0,1,0,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Simon Kjær,Denmark,DF,64,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Thomas Delaney,Denmark,MF,44,1,1,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Victor Nelsson,Denmark,DF,90,0,0,1,1,0,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Alan Franco,Ecuador,MF,46,1,0,1,1,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Carlos Gruezo,Ecuador,MF,45,2,2,2,1,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Djorkaeff Reasco,Ecuador,FW,27,0,0,0,0,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Enner Valencia,Ecuador,FW,255,2,0,1,1,3,7,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Félix Torres Caicedo,Ecuador,DF,270,2,2,3,1,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Gonzalo Plata,Ecuador,"FW,MF",269,3,2,8,6,4,6,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Hernán Galíndez,Ecuador,GK,270,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jackson Porozo,Ecuador,DF,96,2,2,0,0,1,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jeremy Sarmiento,Ecuador,MF,85,2,1,1,1,2,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jhegson Méndez,Ecuador,MF,180,2,2,1,0,3,2,2,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,José Cifuentes,Ecuador,MF,59,2,2,2,2,3,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kevin Rodríguez,Ecuador,FW,2,1,0,0,0,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Michael Estrada,Ecuador,FW,225,1,0,1,1,6,7,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Moisés Caicedo,Ecuador,MF,269,6,5,3,3,4,5,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Pervis Estupiñán,Ecuador,"DF,MF",270,6,3,6,4,8,3,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Piero Hincapié,Ecuador,DF,270,7,4,3,1,5,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Romario Ibarra,Ecuador,MF,68,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Ángelo Preciado,Ecuador,"DF,MF",264,7,5,4,2,8,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Bukayo Saka,England,"FW,MF",288,7,4,2,1,7,6,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Callum Wilson,England,FW,48,0,0,0,0,0,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Declan Rice,England,MF,417,6,5,1,1,3,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Eric Dier,England,"DF,MF",36,1,1,0,0,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Harry Kane,England,FW,402,2,1,1,0,1,9,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Harry Maguire,England,DF,429,7,3,2,1,6,2,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jack Grealish,England,"FW,MF",86,3,1,0,0,0,10,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,John Stones,England,DF,434,2,2,2,0,4,3,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jordan Henderson,England,MF,271,4,2,2,0,5,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jordan Pickford,England,GK,450,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jude Bellingham,England,MF,414,16,15,6,1,5,5,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kalvin Phillips,England,"DF,MF",42,0,0,0,0,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kieran Trippier,England,DF,206,6,4,6,1,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kyle Walker,England,DF,236,3,1,5,2,3,3,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Luke Shaw,England,DF,424,3,1,2,1,5,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Marcus Rashford,England,MF,140,1,0,2,1,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Mason Mount,England,MF,186,2,2,0,0,7,9,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Phil Foden,England,"FW,MF",258,1,1,1,1,2,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Raheem Sterling,England,"MF,FW",149,1,1,2,2,0,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Trent Alexander-Arnold,England,"DF,MF",34,0,0,0,0,1,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Adrien Rabiot,France,MF,483,12,9,7,3,10,4,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Antoine Griezmann,France,MF,537,14,8,5,2,3,9,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Aurélien Tchouaméni,France,MF,621,11,4,7,4,8,10,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Axel Disasi,France,DF,92,3,2,2,2,0,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Benjamin Pavard,France,DF,88,0,0,0,0,0,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Dayot Upamecano,France,DF,480,11,7,6,0,4,3,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Eduardo Camavinga,France,DF,140,14,9,5,1,2,8,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Hugo Lloris,France,GK,570,0,0,0,0,0,1,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Ibrahima Konaté,France,DF,294,15,6,5,0,2,4,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jordan Veretout,France,MF,62,2,0,1,0,2,0,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Jules Koundé,France,DF,480,11,8,12,5,4,2,1,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
FIFA World Cup,2022,Kingsley Coman,France,FW,169,3,2,2,1,1,2,0,0,https://web.archive.org/web/20241213210916/https://fbref.com/en/comps/1/defense/World-Cup-Stats
